id,nameKey,type,damageType,element,target,spCost,cooldown,powerMultiplier,hitCount,poiseDamage,isBreaker,isAoe,commandType,comboBeats,healPower,shieldPower,spRestore,cleanseCount,animTrigger,statusId,statusChance,statusDuration,revivePercent,dispelCount
skill_tempest_dance,skill.tempest_dance.name,Physical,Physical,Wind,AllEnemies,0,0,1.6,2,12,true,true,Charge,1,0,0,0,0,attack,,,,0,0
skill_sanctuary,skill.sanctuary.name,Heal,Physical,Light,AllAllies,16,3,0,1,0,false,false,Charge,1,1.0,0,0,0,cast,DefUp,1.0,2,0,0
skill_rebirth_dawn,skill.rebirth_dawn.name,Heal,Physical,Light,DeadAlly,0,0,0,1,0,false,false,Charge,1,0,0,0,0,cast,,,,0.6,0
skill_thousand_fangs,skill.thousand_fangs.name,Physical,Physical,Dark,AllEnemies,0,0,0.7,3,14,true,true,Charge,1,0,0,0,0,attack,Bleed,0.5,2,0,0
skill_soul_drain,skill.soul_drain.name,Magical,Magical,Dark,AllEnemies,14,3,1.1,1,7,false,true,Charge,1,0,0,0,0,cast,DefDown,0.6,2,0,0
skill_legion_of_bones,skill.legion_of_bones.name,Magical,Magical,Dark,AllEnemies,0,0,1.9,1,13,true,true,Charge,1,0,0,0,0,cast,Curse,0.6,2,0,0
skill_bastion_upheaval,skill.bastion_upheaval.name,Magical,Physical,Earth,AllEnemies,0,0,2.0,1,14,true,true,Charge,1,0,0,0,0,cast,DefDown,0.7,3,0,0
skill_tide_surge,skill.tide_surge.name,Magical,Physical,Water,AllEnemies,0,0,2.0,1,14,true,true,Charge,1,0,0,0,0,cast,SpdDown,0.7,2,0,0
skill_storm_bulwark,skill.storm_bulwark.name,Magical,Physical,Wind,AllEnemies,0,0,2.3,1,16,true,true,Charge,1,0,0,0,0,cast,SpdDown,0.7,2,0,0
skill_dance_of_blades,skill.dance_of_blades.name,Physical,Physical,Wind,AllEnemies,0,0,0.75,3,15,true,true,Charge,1,0,0,0,0,attack,Bleed,0.55,2,0,0
skill_crimson_harvest,skill.crimson_harvest.name,Physical,Physical,Fire,AllEnemies,0,0,0.7,3,14,true,true,Charge,1,0,0,0,0,attack,Burn,0.5,2,0,0
skill_quarry_smash,skill.quarry_smash.name,Physical,Physical,Earth,AllEnemies,0,0,0.7,3,14,true,true,Charge,1,0,0,0,0,attack,DefDown,0.5,2,0,0
skill_pyroclasm,skill.pyroclasm.name,Magical,Magical,Fire,AllEnemies,0,0,2.0,1,15,true,true,Charge,1,0,0,0,0,cast,Burn,0.7,3,0,0
skill_terra_wrath,skill.terra_wrath.name,Magical,Magical,Earth,AllEnemies,0,0,1.9,1,14,true,true,Charge,1,0,0,0,0,cast,DefDown,0.6,2,0,0
skill_void_cataclysm,skill.void_cataclysm.name,Magical,Magical,Dark,AllEnemies,0,0,2.3,1,17,true,true,Charge,1,0,0,0,0,cast,Curse,0.7,3,0,0
skill_verdant_rebirth,skill.verdant_rebirth.name,Heal,Physical,Earth,DeadAlly,0,0,0,1,0,false,false,Charge,1,0,0,0,0,cast,,,,0.55,0
skill_lunar_rebirth,skill.lunar_rebirth.name,Heal,Physical,Light,DeadAlly,0,0,0,1,0,false,false,Charge,1,0,0,0,0,cast,,,,0.65,0
skill_spring_revival,skill.spring_revival.name,Heal,Physical,Water,DeadAlly,0,0,0,1,0,false,false,Charge,1,0,0,0,0,cast,,,,0.5,0
skill_umbral_flurry,skill.umbral_flurry.name,Physical,Physical,Dark,AllEnemies,0,0,1.6,2,13,true,true,Charge,1,0,0,0,0,attack,Blind,0.5,2,0,0
skill_static_barrage,skill.static_barrage.name,Physical,Physical,Wind,AllEnemies,0,0,1.5,2,12,true,true,Charge,1,0,0,0,0,attack,SpdDown,0.5,2,0,0
skill_mirage_onslaught,skill.mirage_onslaught.name,Physical,Physical,Light,AllEnemies,0,0,1.8,2,14,true,true,Charge,1,0,0,0,0,attack,Blind,0.6,2,0,0
skill_wild_stampede,skill.wild_stampede.name,Magical,Magical,Earth,AllEnemies,0,0,1.9,1,13,true,true,Charge,1,0,0,0,0,cast,DefDown,0.55,2,0,0
skill_infernal_summoning,skill.infernal_summoning.name,Magical,Magical,Fire,AllEnemies,0,0,2.0,1,14,true,true,Charge,1,0,0,0,0,cast,Burn,0.6,2,0,0
skill_astral_convergence,skill.astral_convergence.name,Magical,Magical,Light,AllEnemies,0,0,2.0,1,14,true,true,Charge,1,0,0,0,0,cast,AtkDown,0.55,2,0,0
